title,year,language,episode_season_duration,genre,creators,stars,official_sites,links,description,votes,rating,trailer
Anne,2017–2019,English,1h,"Drama,Family",Moira Walley-Beckett,"Amybeth McNulty,Geraldine James,R.H. Thomson",Netflix,https://www.netflix.com/title/80136311,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",42000,8.7,https://imdb.com/video/vi748206361?playlistId=tt5421602&ref_=tt_ov_vi
Charmed,2018– ,English,43min,"Drama,Fantasy,Mystery","Constance M. Burge,Jessica O'Toole,Amy Rardin","Melonie Diaz,Madeleine Mantock,Sarah Jeffery","Official Facebook,Official Instagram page","https://facebook.com/CharmedCW/,https://www.instagram.com/cw_charmed/","Follows the lives of three sisters who, after the tragic death of their mother, discover they are powerful witches.",14000,4.6,https://imdb.com/video/vi79149593?playlistId=tt6394324&ref_=tt_ov_vi
Futurama,1999–2013,English,22min,"Animation,Comedy,Sci-Fi","David X. Cohen,Matt Groening","Billy West,John DiMaggio,Katey Sagal","Hulu,Official Facebook","https://www.hulu.com/series/futurama-85bf4cc1-cd8b-4469-ad87-7289217a0b74,https://www.facebook.com/Futurama","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",216000,8.4,https://imdb.com/video/vi2429813529?playlistId=tt0149460&ref_=tt_ov_vi
30 Rock,2006–2013,English,22min,Comedy,Tina Fey,"Tina Fey,Alec Baldwin,Tracy Morgan",Hulu,https://www.hulu.com/series/30-rock-44e1031e-f7ac-443d-86d2-7a2eaa26ed5b,"Liz Lemon, head writer of the sketch comedy show ""TGS with Tracy Jordan"", must deal with an arrogant new boss and a crazy new star, all while trying to run a successful television show without losing her mind.",113000,8.2,https://imdb.com/video/vi2601106969?playlistId=tt0496424&ref_=tt_ov_vi
Big Mouth,2017– ,English,30min,"Animation,Comedy,Romance","Jennifer Flackett,Andrew Goldberg,Nick Kroll","Nick Kroll,John Mulaney,Jessi Klein",,,Teenage friends find their lives upended by the wonders and horrors of puberty.,60000,7.9,https://imdb.com/video/vi74824217?playlistId=tt6524350&ref_=tt_ov_vi
Lost in Space,2018– ,English,1h,"Adventure,Drama,Family,Mystery,Sci-Fi","Matt Sazama,Burk Sharpless,Irwin Allen","Maxwell Jenkins,Molly Parker,Toby Stephens",,,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.",75000,7.3,https://imdb.com/video/vi2923282201?playlistId=tt5232792&ref_=tt_ov_vi
The Brady Bunch,1969–1974,,30min,"Comedy,Family",Sherwood Schwartz,"Robert Reed,Florence Henderson,Ann B. Davis",,,The misadventures of a large family united when a widower and a widow marry.,13000,6.7,https://imdb.com/video/vi1468662041?playlistId=tt0063878&ref_=tt_ov_vi
Cougar Town,2009–2015,English,22min,"Comedy,Romance","Kevin Biegel,Bill Lawrence","Courteney Cox,Christa Miller,Busy Philipps","Official Facebook,Official Google Plus","https://www.facebook.com/CougarTown,https://plus.google.com/105788235175234033829","Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.",41000,7.0,https://imdb.com/video/vi1066903321?playlistId=tt1441109&ref_=tt_ov_vi
Evil,2019– ,English,42min,"Crime,Drama,Horror,Mystery,Thriller","Michelle King,Robert King","Katja Herbers,Mike Colter,Aasif Mandvi",,,"A skeptical female clinical psychologist joins a priest-in-training and a blue-collar contractor as they investigate supposed miracles, demonic possession, and other extraordinary occurrences to see if there's a scientific explanation or if something truly supernatural is at work.",13000,7.7,https://imdb.com/video/vi449691673?playlistId=tt9055008&ref_=tt_ov_vi
Tell Me Your Secrets,2021– ,English,,"Crime,Drama,Mystery,Thriller",Harriet Warner,"Lily Rabe,Amy Brenneman,Hamish Linklater",Amazon prime,https://www.amazon.com/Tell-Me-Your-Secrets-Season/dp/B08TTDDBH6,"Emma is a woman who looked into the eyes of a dangerous killer, John was a serial predator desperate to find redemption, and Mary is trying to find her missing daughter. As each of them is pushed to the edge, their pasts grow murkier.",5900,7.4,https://imdb.com/video/vi3496460569?playlistId=tt7177890&ref_=tt_ov_vi
One Punch Man: Wanpanman,2015– ,"Japanese,English",24min,"Animation,Action,Comedy,Fantasy,Sci-Fi","Makoto Furukawa,Kaito Ishikawa,Max Mittelman",,Official site,http://onepunchman-anime.net/,"The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.",125000,8.8,https://imdb.com/video/vi3474439449?playlistId=tt4508902&ref_=tt_ov_vi
Elementary,2012–2019,"Chinese,Russian,Pashtu,French,Czech,German,Filipino,Italian,Japanese,Dutch,English,Spanish",1h,"Crime,Drama,Mystery",Robert Doherty,"Jonny Lee Miller,Lucy Liu,Aidan Quinn","Official Facebook,Official Instagram","http://www.facebook.com/ElementaryCBS,https://www.instagram.com/elementaryofficial/","A modern take on the cases of Sherlock Holmes, with the detective now living in New York City.",103000,7.9,https://imdb.com/video/vi2393551385?playlistId=tt2191671&ref_=tt_ov_vi
Bluey,2018– ,English,7min,"Animation,Family",Joe Brumm,"David McCormack,Melanie Zanetti,Charlotte Stent","ABC,Bluey website","https://www.abc.net.au/abckids/shows/bluey/,https://www.bluey.tv/",The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.,3000,9.7,https://imdb.com/video/vi4026580505?playlistId=tt7678620&ref_=tt_ov_vi
The Good Fight,2017– ,"English,Arabic,Italian,French",45min,"Crime,Drama","Michelle King,Robert King,Phil Alden Robinson","Christine Baranski,Cush Jumbo,Delroy Lindo",Official Site,https://www.cbs.com/shows/the-good-fight/,"When Diane Lockhart's life savings are lost, she must start from scratch at a new firm.",21000,8.3,https://imdb.com/video/vi1591457817?playlistId=tt5853176&ref_=tt_ov_vi
The Affair,2014–2019,"Mandarin,Hindi,Latin,English,Spanish,French",1h,Drama,"Hagai Levi,Sarah Treem","Dominic West,Ruth Wilson,Maura Tierney",Showtime,http://www.sho.com/the-affair,A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,42000,7.9,https://imdb.com/video/vi3894787097?playlistId=tt2699110&ref_=tt_ov_vi
New Tricks,2003–2015,English,1h,"Comedy,Crime,Drama,Mystery,Thriller","Nigel McCrery,Roy Mitchell","Dennis Waterman,Amanda Redman,Alun Armstrong",BBC (United Kingdom),http://www.bbc.co.uk/programmes/b006t0qx,"Three retired police officers are drafted in to solve cold cases, with a touch of comedy and drama",5500,7.8,https://imdb.com/video/vi3208949273?playlistId=tt0362357&ref_=tt_ov_vi
Travelers,2016–2018,English,45min,"Drama,Mystery,Sci-Fi,Thriller",Brad Wright,"Eric McCormack,MacKenzie Porter,Nesta Cooper",,,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.",48000,8.1,https://imdb.com/video/vi415545881?playlistId=tt5651844&ref_=tt_ov_vi
Sense8,2015–2018,English,1h,"Drama,Mystery,Sci-Fi,Thriller","J. Michael Straczynski,Lana Wachowski,Lilly Wachowski","Bae Doona,Jamie Clayton,Tina Desai","Official Facebook,Official Twitter","https://www.facebook.com/Sense8TV/?fref=ts,https://twitter.com/sense8","A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.",143000,8.3,https://imdb.com/video/vi2981870361?playlistId=tt2431438&ref_=tt_ov_vi
Leverage,2008–2012,English,42min,"Crime,Mystery,Thriller","Chris Downey,John Rogers","Timothy Hutton,Gina Bellman,Christian Kane",TNT,http://www.tnt.tv/series/leverage,A crew of high-tech crooks attempt to steal from wealthy criminals and corrupt businessmen.,44000,7.9,https://imdb.com/video/vi1261503257?playlistId=tt1103987&ref_=tt_ov_vi
Solar Opposites,2020– ,English,3h 1min,"Animation,Comedy,Sci-Fi","Mike McMahan,Justin Roiland","Justin Roiland,Thomas Middleditch,Sean Giambrone",Hulu,https://www.hulu.com/series/solar-opposites-f089664b-1a87-433b-86a5-24e7da5a246a,"A family of aliens move to middle America, where they debate whether life is better there or on their home planet.",14000,8.0,https://imdb.com/video/vi1001701401?playlistId=tt8910922&ref_=tt_ov_vi
Black Clover,2017–2021,Japanese,24min,"Animation,Action,Adventure,Comedy,Drama,Fantasy,Sci-Fi,Thriller","Dallas Reid,Cris George,Jill Harris",,Official site (Japan),http://bclover.jp/,"Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.",12000,8.3,https://imdb.com/video/vi3522608665?playlistId=tt7441658&ref_=tt_ov_vi
Happy Endings,2011–2020,English,22min,"Comedy,Romance",David Caspe,"Eliza Coupe,Elisha Cuthbert,Zachary Knighton",Official site,http://abc.go.com/shows/happy-endings,"This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them, the pals stick together.",35000,7.7,https://imdb.com/video/vi2827533849?playlistId=tt1587678&ref_=tt_ov_vi
Veronica Mars,2004–2019,English,44min,"Crime,Drama,Mystery,Thriller",Rob Thomas,"Kristen Bell,Jason Dohring,Enrico Colantoni","Hulu,Official Facebook","https://www.hulu.com/series/veronica-mars-4626972c-9da7-40fe-aed7-977f55f48fc5,https://www.facebook.com/VeronicaMars/","After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.",68000,8.3,https://imdb.com/video/vi1849539609?playlistId=tt0412253&ref_=tt_ov_vi
The Fresh Prince of Bel-Air,1990–1996,English,22min,Comedy,"Andy Borowitz,Susan Borowitz","Will Smith,James Avery,Alfonso Ribeiro","Official Facebook,Official site","https://www.facebook.com/pages/The-Fresh-Prince-of-Bel-Air/125439947492620,http://www.warnertv.com/shows/TheFreshPrinceOfBel-Air","A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion.",124000,7.9,https://imdb.com/video/vi4005740825?playlistId=tt0098800&ref_=tt_ov_vi
The Andy Griffith Show,1960–1968,English,30min,"Comedy,Family","Sheldon Leonard,Aaron Ruben,Danny Thomas","Andy Griffith,Ron Howard,Don Knotts",Memorable Entertainment TV,https://www.metv.com/shows/the-andy-griffith-show,"Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.",13000,8.3,https://imdb.com/video/vi481018137?playlistId=tt0053479&ref_=tt_ov_vi
Fate: The Winx Saga,2021– ,English,,"Action,Adventure,Drama,Fantasy",Brian Young,"Abigail Cowen,Hannah van der Westhuysen,Precious Mustapha",Official Netflix,https://www.netflix.com/title/80220679,"A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.",29000,6.9,https://imdb.com/video/vi880591129?playlistId=tt8179402&ref_=tt_ov_vi
Goliath,2016– ,English,1h,Drama,"David E. Kelley,Jonathan Shapiro","Billy Bob Thornton,Tania Raymonde,Nina Arianda",,,"A disgraced lawyer, now an ambulance chaser, gets a case that could bring him redemption or at least revenge on the firm which expelled him.",35000,8.1,https://imdb.com/video/vi861911065?playlistId=tt4687880&ref_=tt_ov_vi
Narcos: Mexico,2018– ,,50min,"Crime,Drama","Carlo Bernard,Chris Brancato,Doug Miro","Scoot McNairy,Diego Luna,José María Yazpik","Official Facebook,Official Netflix","https://www.facebook.com/NarcosNetflix,https://www.netflix.com/title/80997085",The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.,64000,8.4,https://imdb.com/video/vi3998269209?playlistId=tt8714904&ref_=tt_ov_vi
Married with Children,1987–1997,,22min,Comedy,"Ron Leavitt,Michael G. Moye","Ed O'Neill,Christina Applegate,Katey Sagal","Theme Song,TV Scene","https://www.youtube.com/watch?v=mqtN7lGULvk,https://www.youtube.com/watch?v=ruiuwRVr23U","Al Bundy is a misanthropic women's shoe salesman with a miserable life. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",98000,8.0,https://imdb.com/video/vi319077657?playlistId=tt0092400&ref_=tt_ov_vi
Mr. Mercedes,2017–2019,English,1h,"Mystery,Sci-Fi,Thriller",David E. Kelley,"Brendan Gleeson,Holland Taylor,Jharrel Jerome",Official Facebook,https://www.facebook.com/MrMercedesTV/,Tells the story of a psychopathic killer who drives a stolen Mercedes into a crowd and a recently retired detective who tries to bring him down.,18000,7.8,https://imdb.com/video/vi3930112281?playlistId=tt4354880&ref_=tt_ov_vi
Revenge,2011–2015,"English,French,Italian,Spanish",44min,"Drama,Mystery,Thriller",Mike Kelley,"Madeleine Stowe,Emily VanCamp,Gabriel Mann","ABC [Usa],Channel4 (United Kingdom)","http://beta.abc.go.com/shows/revenge,http://www.channel4.com/revenge",An emotionally troubled young woman sets out to exact revenge against the people who wronged her father.,114000,7.8,https://imdb.com/video/vi2862853913?playlistId=tt1837642&ref_=tt_ov_vi
Grimm,2011–2017,English,45min,"Crime,Drama,Fantasy,Horror,Mystery","Stephen Carpenter,David Greenwalt,Jim Kouf","David Giuntoli,Russell Hornsby,Silas Weir Mitchell","Official Facebook,Official site","https://www.facebook.com/NBCGrimm/timeline,http://www.nbc.com/grimm/",A homicide detective discovers he is a descendant of hunters who fight supernatural forces.,111000,7.8,https://imdb.com/video/vi3012080409?playlistId=tt1830617&ref_=tt_ov_vi
That '70s Show,1998–2006,English,22min,"Comedy,Romance","Mark Brazill,Bonnie Turner,Terry Turner","Topher Grace,Laura Prepon,Mila Kunis","Carsey Werner site,Official Facebook","http://that70sshow.com/,http://www.facebook.com/pages/That-70s-Show-Official/157744090932520","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin.",157000,8.0,https://imdb.com/video/vi285255449?playlistId=tt0165598&ref_=tt_ov_vi
Everybody Loves Raymond,1996–2005,English,22min,Comedy,Phil Rosenthal,"Ray Romano,Patricia Heaton,Brad Garrett",CBS,http://www.cbs.com/primetime/everybody_loves_raymond/,The comical everyday life of sports columnist Ray Barone and his dysfunctional family.,65000,7.1,https://imdb.com/video/vi3517251865?playlistId=tt0115167&ref_=tt_ov_vi
Gomorra: La Serie,2014–2021,"Italian,Neapolitan",55min,"Crime,Drama,Thriller","Leonardo Fasoli,Stefano Bises,Roberto Saviano","Salvatore Esposito,Marco D'Amore,Cristiana Dell'Anna",,,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,31000,8.6,https://imdb.com/video/vi3721707545?playlistId=tt2049116&ref_=tt_ov_vi
Army of the Dead: Lost Vegas,2021– ,English,,"Animation,Action,Crime,Horror,Mystery,Sci-Fi,Thriller",Jay Oliva,"Tig Notaro,Yetide Badaki,Monica Barbaro",Official Netflix,https://www.netflix.com/title/81153121/,Scott and highlight his rescue crew's efforts to protect all they love during the first phases of the mysterious zombie outbreak in Vegas.,0,,
Star Trek: Picard,2020– ,English,46min,"Action,Adventure,Drama,Sci-Fi","Kirsten Beyer,Michael Chabon,Akiva Goldsman","Patrick Stewart,Alison Pill,Isa Briones",Official site,https://www.paramountplus.com/shows/star-trek-picard/,Follow-up series to Star Trek: The Next Generation (1987) and Star Trek: Nemesis (2002) that centers on Jean-Luc Picard (Sir Patrick Stewart) in the next chapter of his life.,47000,7.5,https://imdb.com/video/vi1519042585?playlistId=tt8806524&ref_=tt_ov_vi
Resident Alien,2021– ,English,44min,"Comedy,Drama,Mystery,Sci-Fi",Chris Sheridan,"Alan Tudyk,Sara Tomko,Corey Reynolds",Official site,https://www.syfy.com/residentalien,A crash-landed alien named Harry who takes on the identity of a small-town Colorado doctor and slowly begins to wrestle with the moral dilemma of his secret mission on Earth.,21000,8.2,https://imdb.com/video/vi2452472089?playlistId=tt8690918&ref_=tt_ov_vi
Rome,2005–2007,English,52min,"Action,Drama,History,Romance,War","Bruno Heller,William J. MacDonald,John Milius","Kevin McKidd,Ray Stevenson,Polly Walker","BBC (United Kingdom),HBO GO® [USA]","http://www.bbc.co.uk/drama/rome,http://play.hbogo.com/series/urn:hbo:series:GVU2wKADG81FvjSoJAVPU",A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,158000,8.7,https://imdb.com/video/vi2862875929?playlistId=tt0384766&ref_=tt_ov_vi
When Calls the Heart,2014– ,English,43min,"Drama,Family,Romance","Erin Krakow,Martin Cummins,Pascale Hutton",,"CBC (Canada),Channel 5 (United Kingdom)","http://www.cbc.ca/television/when-calls-the-heart,http://www.channel5.com/shows/when-calls-the-heart","Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",11000,8.1,https://imdb.com/video/vi1936107545?playlistId=tt2874692&ref_=tt_ov_vi
SCAM 1992: The Harshad Mehta Story,2020,Hindi,54min,"Biography,Crime,Drama","Pratik Gandhi,Shreya Dhanwanthary,Hemant Kher",,Sony Liv - Sony Pictures Networks India,https://webseries.sonyliv.com/scam-1992/,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall.",109000,9.5,https://imdb.com/video/vi3437281561?playlistId=tt12392504&ref_=tt_ov_vi
Raised by Wolves,2020– ,English,,"Drama,Fantasy,Sci-Fi,Thriller",Aaron Guzikowski,"Travis Fimmel,Amanda Collin,Abubakar Salim",,,Androids are tasked with raising human children on a mysterious planet.,53000,7.6,https://imdb.com/video/vi1078443545?playlistId=tt9170108&ref_=tt_ov_vi
